,YEAR,MONTH,U.S._STATE,POSTAL.CODE,NERC.REGION,CLIMATE.REGION,ANOMALY.LEVEL,CLIMATE.CATEGORY,OUTAGE.START.DATE,OUTAGE.START.TIME,OUTAGE.RESTORATION.DATE,OUTAGE.RESTORATION.TIME,CAUSE.CATEGORY,OUTAGE.DURATION,RES.PRICE,COM.PRICE,IND.PRICE,TOTAL.PRICE,RES.SALES,COM.SALES,IND.SALES,TOTAL.SALES,RES.PERCEN,COM.PERCEN,IND.PERCEN,RES.CUSTOMERS,COM.CUSTOMERS,IND.CUSTOMERS,TOTAL.CUSTOMERS,RES.CUST.PCT,COM.CUST.PCT,IND.CUST.PCT,PC.REALGSP.STATE,PC.REALGSP.USA,PC.REALGSP.REL,PC.REALGSP.CHANGE,UTIL.REALGSP,TOTAL.REALGSP,UTIL.CONTRI,PI.UTIL.OFUSA,POPULATION,POPPCT_URBAN,POPPCT_UC,POPDEN_URBAN,POPDEN_UC,POPDEN_RURAL,AREAPCT_URBAN,AREAPCT_UC,PCT_LAND,PCT_WATER_TOT,PCT_WATER_INLAND,CUSTOMERS.AFFECTED
873,2012,6.0,Delaware,DE,RFC,Northeast,-0.1,normal,2012-06-29,10:45:00,2012-06-29,10:45:00,intentional attack,0.0,13.98,10.17,8.91,11.34,380900.0,388969.0,226228.0,996096.0,38.2392861732203,39.0493486571575,22.7114655615523,399998,51056,854,451908,88.51314869398196,11.2978747886738,0.1889765173442382,62327,48156,1.29427278013124,-2.0,775,57146,1.35617541035243,0.4,917099,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,0.0
874,2011,1.0,Delaware,DE,RFC,Northeast,-1.3,cold,2011-01-25,03:23:00,2011-01-25,11:00:00,intentional attack,457.0,12.9,10.94,9.83,11.66,521678.0,373553.0,202477.0,1097708.0,47.5242960787386,34.0302703451191,18.4454335761423,398109,50369,1238,449716,88.52453548461696,11.200179668946623,0.27528484643641765,63603,47586,1.33659059387215,0.9,880,57741,1.52404703763357,0.4,907916,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,0.0
875,2012,4.0,Delaware,DE,RFC,Northeast,-0.4,normal,2012-04-07,12:25:00,2012-04-07,12:26:00,intentional attack,1.0,13.93,9.84,7.71,10.66,280221.0,311818.0,224491.0,816529.0,34.3185606389975,38.18823336342,27.4933284672069,399998,51056,854,451908,88.51314869398196,11.2978747886738,0.1889765173442382,62327,48156,1.29427278013124,-2.0,775,57146,1.35617541035243,0.4,917099,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,0.0
876,2013,4.0,Delaware,DE,RFC,Northeast,-0.2,normal,2013-04-09,11:30:00,2013-04-09,11:31:00,intentional attack,1.0,13.32,10.37,8.34,10.92,311196.0,306967.0,223056.0,841219.0,36.9934583027725,36.4907354684095,26.5158062288179,403519,51673,848,456040,88.48324708358916,11.33080431541093,0.18594860099991228,61004,48396,1.26051739813208,-2.1,788,56443,1.39609871906171,0.4,925353,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,
877,2011,2.0,Delaware,DE,RFC,Northeast,-1.0,cold,2011-02-19,16:34:00,2011-02-19,16:34:00,intentional attack,0.0,13.0,11.05,9.38,11.6,447347.0,340829.0,198218.0,986394.0,45.3517559920275,34.5530285058506,20.0952155021219,398109,50369,1238,449716,88.52453548461696,11.200179668946623,0.27528484643641765,63603,47586,1.33659059387215,0.9,880,57741,1.52404703763357,0.4,907916,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,0.0
878,2014,4.0,Delaware,DE,RFC,Northeast,-0.2,normal,2014-04-25,07:00:00,2014-04-25,07:30:00,intentional attack,30.0,13.26,11.04,8.3,11.28,333824.0,325152.0,194357.0,853333.0,39.120015281256,38.1037648842832,22.7762198344609,407508,52203,862,460573,88.4784822384291,11.33435959120487,0.18715817036604404,62904,49091,1.28137540486036,3.1,775,58854,1.31681788833384,0.4,935968,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,
879,2012,10.0,Delaware,DE,RFC,Northeast,0.3,normal,2012-10-24,15:15:00,2012-10-24,15:16:00,intentional attack,1.0,14.53,10.36,8.4,10.96,243736.0,319938.0,265997.0,829672.0,29.3773925117396,38.5619859414323,32.0605010172695,399998,51056,854,451908,88.51314869398196,11.2978747886738,0.1889765173442382,62327,48156,1.29427278013124,-2.0,775,57146,1.35617541035243,0.4,917099,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,0.0
880,2013,3.0,Delaware,DE,RFC,Northeast,-0.3,normal,2013-03-28,13:01:00,2013-03-28,13:02:00,intentional attack,1.0,12.96,10.23,8.35,10.88,349895.0,290300.0,211634.0,851828.0,41.0757805566382,34.0796498823706,24.8446869555826,403519,51673,848,456040,88.48324708358916,11.33080431541093,0.18594860099991228,61004,48396,1.26051739813208,-2.1,788,56443,1.39609871906171,0.4,925353,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,
881,2016,2.0,Delaware,DE,RFC,Northeast,2.0,warm,2016-02-24,09:10:00,2016-02-24,10:15:00,intentional attack,65.0,12.99,10.66,7.98,11.2,438482.0,312694.0,189799.0,940976.0,46.5986380098961,33.2308156637364,20.1704400537314,419234,53366,873,473473,88.54443653597987,11.271181250039602,0.18438221398052265,63578,50660,1.25499407816818,0.2,947,60570,1.5634802707611,0.4,952698,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,0.0
882,2012,7.0,Delaware,DE,RFC,Northeast,0.1,normal,2012-07-19,12:32:00,2012-07-19,12:33:00,intentional attack,1.0,13.32,10.1,8.89,11.3,577684.0,447083.0,259193.0,1283959.0,44.9924024053728,34.8206601612668,20.1870153174673,399998,51056,854,451908,88.51314869398196,11.2978747886738,0.1889765173442382,62327,48156,1.29427278013124,-2.0,775,57146,1.35617541035243,0.4,917099,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,
883,2012,3.0,Delaware,DE,RFC,Northeast,-0.4,normal,2012-03-23,19:34:00,2012-03-23,19:34:00,intentional attack,0.0,13.52,9.92,7.49,10.66,337619.0,320005.0,228089.0,885713.0,38.1183295266074,36.1296492204585,25.7520212529341,399998,51056,854,451908,88.51314869398196,11.2978747886738,0.1889765173442382,62327,48156,1.29427278013124,-2.0,775,57146,1.35617541035243,0.4,917099,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,0.0
884,2011,9.0,Delaware,DE,RFC,Northeast,-0.8,cold,2011-09-21,10:30:00,2011-09-21,10:30:00,intentional attack,0.0,13.94,10.29,8.93,11.45,410857.0,391323.0,227709.0,1029890.0,39.8932895746148,37.9965821592597,22.1100311683772,398109,50369,1238,449716,88.52453548461696,11.200179668946623,0.27528484643641765,63603,47586,1.33659059387215,0.9,880,57741,1.52404703763357,0.4,907916,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,0.0
885,2011,9.0,Delaware,DE,RFC,Northeast,-0.8,cold,2011-09-28,16:41:00,2011-09-28,16:41:00,intentional attack,0.0,13.94,10.29,8.93,11.45,410857.0,391323.0,227709.0,1029890.0,39.8932895746148,37.9965821592597,22.1100311683772,398109,50369,1238,449716,88.52453548461696,11.200179668946623,0.27528484643641765,63603,47586,1.33659059387215,0.9,880,57741,1.52404703763357,0.4,907916,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,0.0
886,2013,8.0,Delaware,DE,RFC,Northeast,-0.3,normal,2013-08-23,07:30:00,2013-08-23,07:31:00,intentional attack,1.0,12.61,10.24,8.42,10.8,431112.0,366914.0,242904.0,1040930.0,41.4160414244954,35.2486718607399,23.3352867147647,403519,51673,848,456040,88.48324708358916,11.33080431541093,0.18594860099991228,61004,48396,1.26051739813208,-2.1,788,56443,1.39609871906171,0.4,925353,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,
888,2012,4.0,Delaware,DE,RFC,Northeast,-0.4,normal,2012-04-07,09:31:00,2012-04-07,09:32:00,intentional attack,1.0,13.93,9.84,7.71,10.66,280221.0,311818.0,224491.0,816529.0,34.3185606389975,38.18823336342,27.4933284672069,399998,51056,854,451908,88.51314869398196,11.2978747886738,0.1889765173442382,62327,48156,1.29427278013124,-2.0,775,57146,1.35617541035243,0.4,917099,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,0.0
889,2012,3.0,Delaware,DE,RFC,Northeast,-0.4,normal,2012-03-16,16:00:00,2012-03-16,16:00:00,intentional attack,0.0,13.52,9.92,7.49,10.66,337619.0,320005.0,228089.0,885713.0,38.1183295266074,36.1296492204585,25.7520212529341,399998,51056,854,451908,88.51314869398196,11.2978747886738,0.1889765173442382,62327,48156,1.29427278013124,-2.0,775,57146,1.35617541035243,0.4,917099,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,0.0
890,2013,5.0,Delaware,DE,RFC,Northeast,-0.2,normal,2013-05-17,08:35:00,2013-05-17,08:36:00,intentional attack,1.0,14.21,10.5,8.49,11.15,282332.0,350320.0,240615.0,873267.0,32.3305472438555,40.1160240796915,27.5534286764529,403519,51673,848,456040,88.48324708358916,11.33080431541093,0.18594860099991228,61004,48396,1.26051739813208,-2.1,788,56443,1.39609871906171,0.4,925353,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,
891,2012,11.0,Delaware,DE,RFC,Northeast,0.1,normal,2012-11-21,14:50:00,2012-11-21,14:51:00,intentional attack,1.0,13.63,10.48,8.38,11.13,354117.0,335696.0,243264.0,933076.0,37.9515709331287,35.9773480402454,26.071188199032,399998,51056,854,451908,88.51314869398196,11.2978747886738,0.1889765173442382,62327,48156,1.29427278013124,-2.0,775,57146,1.35617541035243,0.4,917099,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,
892,2013,8.0,Delaware,DE,RFC,Northeast,-0.3,normal,2013-08-22,12:55:00,2013-08-22,14:45:00,intentional attack,110.0,12.61,10.24,8.42,10.8,431112.0,366914.0,242904.0,1040930.0,41.4160414244954,35.2486718607399,23.3352867147647,403519,51673,848,456040,88.48324708358916,11.33080431541093,0.18594860099991228,61004,48396,1.26051739813208,-2.1,788,56443,1.39609871906171,0.4,925353,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,
893,2012,10.0,Delaware,DE,RFC,Northeast,0.3,normal,2012-10-25,18:51:00,2012-10-25,19:30:00,intentional attack,39.0,14.53,10.36,8.4,10.96,243736.0,319938.0,265997.0,829672.0,29.3773925117396,38.5619859414323,32.0605010172695,399998,51056,854,451908,88.51314869398196,11.2978747886738,0.1889765173442382,62327,48156,1.29427278013124,-2.0,775,57146,1.35617541035243,0.4,917099,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,0.0
894,2016,6.0,Delaware,DE,RFC,Northeast,0.1,normal,2016-06-17,04:30:00,2016-06-17,04:31:00,intentional attack,1.0,13.6,9.99,7.94,11.05,373268.0,375387.0,178420.0,927076.0,40.2629342146706,40.4915023148048,19.2454556045028,419234,53366,873,473473,88.54443653597987,11.271181250039602,0.18438221398052265,63578,50660,1.25499407816818,0.2,947,60570,1.5634802707611,0.4,952698,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,0.0
895,2012,11.0,Delaware,DE,RFC,Northeast,0.1,normal,2012-11-26,12:37:00,2012-11-26,12:38:00,intentional attack,1.0,13.63,10.48,8.38,11.13,354117.0,335696.0,243264.0,933076.0,37.9515709331287,35.9773480402454,26.071188199032,399998,51056,854,451908,88.51314869398196,11.2978747886738,0.1889765173442382,62327,48156,1.29427278013124,-2.0,775,57146,1.35617541035243,0.4,917099,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,0.0
896,2013,4.0,Delaware,DE,RFC,Northeast,-0.2,normal,2013-04-23,11:00:00,2013-04-23,11:01:00,intentional attack,1.0,13.32,10.37,8.34,10.92,311196.0,306967.0,223056.0,841219.0,36.9934583027725,36.4907354684095,26.5158062288179,403519,51673,848,456040,88.48324708358916,11.33080431541093,0.18594860099991228,61004,48396,1.26051739813208,-2.1,788,56443,1.39609871906171,0.4,925353,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,
897,2013,6.0,Delaware,DE,RFC,Northeast,-0.2,normal,2013-06-28,17:14:00,2013-06-28,17:15:00,intentional attack,1.0,13.12,10.16,8.49,10.89,361572.0,366354.0,223755.0,951681.0,37.9929829428138,38.4954622399733,23.5115548172129,403519,51673,848,456040,88.48324708358916,11.33080431541093,0.18594860099991228,61004,48396,1.26051739813208,-2.1,788,56443,1.39609871906171,0.4,925353,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,
898,2013,5.0,Delaware,DE,RFC,Northeast,-0.2,normal,2013-05-15,14:11:00,2013-05-15,14:12:00,intentional attack,1.0,14.21,10.5,8.49,11.15,282332.0,350320.0,240615.0,873267.0,32.3305472438555,40.1160240796915,27.5534286764529,403519,51673,848,456040,88.48324708358916,11.33080431541093,0.18594860099991228,61004,48396,1.26051739813208,-2.1,788,56443,1.39609871906171,0.4,925353,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,
899,2012,4.0,Delaware,DE,RFC,Northeast,-0.4,normal,2012-04-07,14:35:00,2012-04-07,14:36:00,intentional attack,1.0,13.93,9.84,7.71,10.66,280221.0,311818.0,224491.0,816529.0,34.3185606389975,38.18823336342,27.4933284672069,399998,51056,854,451908,88.51314869398196,11.2978747886738,0.1889765173442382,62327,48156,1.29427278013124,-2.0,775,57146,1.35617541035243,0.4,917099,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,0.0
901,2016,1.0,Delaware,DE,RFC,Northeast,2.2,warm,2016-01-14,08:27:00,2016-01-14,12:00:00,intentional attack,213.0,13.16,10.08,8.44,11.27,448028.0,401263.0,130100.0,979391.0,45.745570461644,40.9706644230956,13.2837651152604,419234,53366,873,473473,88.54443653597987,11.271181250039602,0.18438221398052265,63578,50660,1.25499407816818,0.2,947,60570,1.5634802707611,0.4,952698,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,0.0
902,2015,6.0,Delaware,DE,RFC,Northeast,1.0,warm,2015-06-23,17:06:00,2015-06-26,16:00:00,severe weather,4254.0,14.02,10.47,9.18,11.74,398143.0,383734.0,164517.0,946394.0,42.0694763491738,40.5469603568915,17.3835632939347,413445,52786,858,467089,88.51525084084618,11.301058256563525,0.18369090259029863,63463,49844,1.27323248535431,0.9,894,61186,1.46111855653254,0.4,945934,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,65000.0
903,2013,6.0,Delaware,DE,RFC,Northeast,-0.2,normal,2013-06-21,23:14:00,2013-06-21,23:15:00,intentional attack,1.0,13.12,10.16,8.49,10.89,361572.0,366354.0,223755.0,951681.0,37.9929829428138,38.4954622399733,23.5115548172129,403519,51673,848,456040,88.48324708358916,11.33080431541093,0.18594860099991228,61004,48396,1.26051739813208,-2.1,788,56443,1.39609871906171,0.4,925353,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,
904,2013,11.0,Delaware,DE,RFC,Northeast,-0.3,normal,2013-11-01,13:26:00,2013-11-01,13:27:00,intentional attack,1.0,13.36,10.32,8.36,11.03,319507.0,330689.0,192595.0,842791.0,37.9105851866002,39.2373672713638,22.8520475420359,403519,51673,848,456040,88.48324708358916,11.33080431541093,0.18594860099991228,61004,48396,1.26051739813208,-2.1,788,56443,1.39609871906171,0.4,925353,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,
905,2014,1.0,Delaware,DE,RFC,Northeast,-0.5,cold,2014-01-06,19:52:00,2014-01-06,20:45:00,severe weather,53.0,12.4,10.83,10.53,11.54,517904.0,370400.0,182849.0,1071153.0,48.3501423232722,34.5795605296349,17.0702971470929,407508,52203,862,460573,88.4784822384291,11.33435959120487,0.18715817036604404,62904,49091,1.28137540486036,3.1,775,58854,1.31681788833384,0.4,935968,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,
906,2011,1.0,Delaware,DE,RFC,Northeast,-1.3,cold,2011-01-27,09:30:00,2011-01-27,09:30:00,intentional attack,0.0,12.9,10.94,9.83,11.66,521678.0,373553.0,202477.0,1097708.0,47.5242960787386,34.0302703451191,18.4454335761423,398109,50369,1238,449716,88.52453548461696,11.200179668946623,0.27528484643641765,63603,47586,1.33659059387215,0.9,880,57741,1.52404703763357,0.4,907916,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,0.0
907,2012,1.0,Delaware,DE,RFC,Northeast,-0.7,cold,2012-01-12,08:26:00,2012-01-12,08:26:00,intentional attack,0.0,13.03,9.77,7.96,10.78,427288.0,346046.0,216863.0,990197.0,43.1518172646453,34.9471872768752,21.9009954584795,399998,51056,854,451908,88.51314869398196,11.2978747886738,0.1889765173442382,62327,48156,1.29427278013124,-2.0,775,57146,1.35617541035243,0.4,917099,83.3,14.59,1838.3,1083.0,97.3,20.88,6.21,78.3045399758939,21.6954600241061,3.6560867818401,0.0
908,2014,3.0,Iowa,IA,MRO,East North Central,-0.4,normal,2014-03-14,12:34:00,2014-03-14,16:45:00,intentional attack,251.0,10.77,8.52,5.8,8.13,1278802.0,1022357.0,1615868.0,3917027.0,32.6472602818413,26.1003306844706,41.252409033688,1348641,224187,7399,1580227,85.34476375862455,14.187012372273097,0.4682238691023505,49397,49091,1.00623332179014,2.3,2617,153482,1.70508593841623,1.0,3109481,64.02,22.36,2045.8,1834.5,20.0,1.71,0.66,99.260746716898,0.739253283102021,0.739253283102021,
909,2007,2.0,Iowa,IA,MRO,East North Central,0.4,normal,2007-02-24,18:00:00,2007-02-24,23:47:00,severe weather,347.0,8.57,6.67,4.59,6.56,1271293.0,965654.0,1353583.0,3590530.0,35.4068340885607,26.8944696186914,37.6986962927479,1323176,209108,5941,1538225,86.01966552357425,13.594110094427018,0.38622438199873227,47406,49126,0.96498799006636,3.0,2503,142181,1.7604321252488,1.1,2999212,64.02,22.36,2045.8,1834.5,20.0,1.71,0.66,99.260746716898,0.739253283102021,0.739253283102021,140000.0
910,2013,1.0,Iowa,IA,MRO,East North Central,-0.4,normal,2013-01-16,07:41:00,2013-01-17,10:58:00,intentional attack,1637.0,10.02,7.86,5.38,7.73,1534926.0,1050162.0,1547896.0,4132984.0,37.1384452492436,25.4092926563471,37.4522620944093,1341807,222065,8412,1572284,85.34126150237489,14.12372065097654,0.5350178466485699,48285,48396,0.997706422018349,0.1,2714,149313,1.81765820792563,0.9,3092224,64.02,22.36,2045.8,1834.5,20.0,1.71,0.66,99.260746716898,0.739253283102021,0.739253283102021,
911,2014,3.0,Iowa,IA,MRO,East North Central,-0.4,normal,2014-03-26,16:00:00,2014-04-10,12:00:00,intentional attack,21360.0,10.77,8.52,5.8,8.13,1278802.0,1022357.0,1615868.0,3917027.0,32.6472602818413,26.1003306844706,41.252409033688,1348641,224187,7399,1580227,85.34476375862455,14.187012372273097,0.4682238691023505,49397,49091,1.00623332179014,2.3,2617,153482,1.70508593841623,1.0,3109481,64.02,22.36,2045.8,1834.5,20.0,1.71,0.66,99.260746716898,0.739253283102021,0.739253283102021,
912,2012,4.0,Iowa,IA,MRO,East North Central,-0.4,normal,2012-04-01,20:27:00,2012-04-03,08:28:00,intentional attack,2161.0,11.23,7.79,5.13,7.46,878660.0,906053.0,1546152.0,3330865.0,26.3793338967505,27.2017328832,46.4189332200494,1334596,221154,7255,1563005,85.38654706798764,14.149282951749994,0.4641699802623792,48254,48156,1.00203505274524,3.3,2754,148427,1.85545756499828,1.0,3076636,64.02,22.36,2045.8,1834.5,20.0,1.71,0.66,99.260746716898,0.739253283102021,0.739253283102021,0.0
913,2014,3.0,Iowa,IA,MRO,East North Central,-0.4,normal,2014-03-11,00:00:00,2014-03-13,00:00:00,intentional attack,2880.0,10.77,8.52,5.8,8.13,1278802.0,1022357.0,1615868.0,3917027.0,32.6472602818413,26.1003306844706,41.252409033688,1348641,224187,7399,1580227,85.34476375862455,14.187012372273097,0.4682238691023505,49397,49091,1.00623332179014,2.3,2617,153482,1.70508593841623,1.0,3109481,64.02,22.36,2045.8,1834.5,20.0,1.71,0.66,99.260746716898,0.739253283102021,0.739253283102021,
914,2007,2.0,Iowa,IA,RFC,East North Central,0.4,normal,2007-02-24,19:23:00,2007-02-25,12:47:00,severe weather,1044.0,8.57,6.67,4.59,6.56,1271293.0,965654.0,1353583.0,3590530.0,35.4068340885607,26.8944696186914,37.6986962927479,1323176,209108,5941,1538225,86.01966552357425,13.594110094427018,0.38622438199873227,47406,49126,0.96498799006636,3.0,2503,142181,1.7604321252488,1.1,2999212,64.02,22.36,2045.8,1834.5,20.0,1.71,0.66,99.260746716898,0.739253283102021,0.739253283102021,215000.0
915,2008,6.0,Iowa,IA,RFC,East North Central,-0.5,cold,2008-06-12,15:30:00,2008-06-18,16:00:00,severe weather,8670.0,10.27,7.59,5.03,7.24,1047510.0,1017621.0,1598834.0,3663965.0,28.5895198234699,27.7737642144507,43.6367159620793,1325990,211241,6187,1543418,85.91256548776805,13.686570974292122,0.40086353793981927,46097,48401,0.952397677733931,-2.8,2558,139062,1.83946728797227,1.0,3016734,64.02,22.36,2045.8,1834.5,20.0,1.71,0.66,99.260746716898,0.739253283102021,0.739253283102021,21000.0
916,2014,3.0,Montana,MT,WECC,West North Central,-0.4,normal,2014-03-26,13:37:00,2014-03-26,14:33:00,islanding,56.0,9.82,9.5,5.82,8.7,506153.0,422277.0,314096.0,1242527.0,40.7357747558001,33.9853379443666,25.2788068186848,485041,103132,9597,597770,81.14174347993377,17.25278953443632,1.6054669856299244,38820,49091,0.790776313377197,1.1,965,39735,2.42858940480685,0.5,1023252,55.89,29.4,1860.8,1732.4,3.0,0.2,0.12,98.983949945593,1.01605005440696,1.01605005440696,
917,2013,6.0,Montana,MT,WECC,West North Central,-0.2,normal,2013-06-22,16:12:00,2013-06-22,17:45:00,intentional attack,93.0,11.0,9.79,5.68,8.75,308546.0,391992.0,358911.0,1059449.0,29.1232518035318,36.9996101747229,33.8771380217453,477266,101216,8692,587174,81.28186874759442,17.23782047570226,1.4803107767033281,38395,48396,0.793350690139681,0.2,1009,38965,2.58950340048762,0.5,1014402,55.89,29.4,1860.8,1732.4,3.0,0.2,0.12,98.983949945593,1.01605005440696,1.01605005440696,
918,2010,6.0,Montana,MT,MRO,West North Central,-0.4,normal,2010-06-17,10:49:00,2010-06-17,11:02:00,islanding,13.0,9.42,8.48,5.32,7.68,316235.0,372917.0,361624.0,1050775.0,30.0954057719302,35.4897099759701,34.4149794199519,467878,101129,5218,574225,81.47990770168488,17.611389263790326,0.9087030345247943,37156,47287,0.785755070103834,2.7,1020,36806,2.77128729011574,0.5,990643,55.89,29.4,1860.8,1732.4,3.0,0.2,0.12,98.983949945593,1.01605005440696,1.01605005440696,
919,2003,4.0,New York,NY,NPCC,Northeast,0.0,normal,2003-04-04,03:11:00,2003-04-05,14:00:00,severe weather,2089.0,14.55,12.97,7.59,12.51,3437483.0,5400680.0,1801824.0,10846529.0,31.6920094898562,49.7917813154789,16.6119871158783,6875329,977887,23625,7876995,87.28365322054921,12.414467699928716,0.2999240192484571,54161,45858,1.18105892101705,0.0,19621,1038596,1.88918501515507,8.0,19175939,87.87,5.21,4161.4,1700.0,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,160000.0
920,2012,10.0,New York,NY,NPCC,Northeast,0.3,normal,2012-10-29,13:00:00,2012-11-12,14:00:00,severe weather,20280.0,18.44,15.14,6.09,15.21,3599866.0,6140382.0,1201150.0,11163410.0,32.2470105460607,55.0045371441164,10.7597051438584,7010740,1038268,8144,8057158,87.01256696219684,12.88628074564257,0.10107782421543676,62777,48156,1.30361741008389,2.4,19591,1230882,1.59162291755018,7.3,19606981,87.87,5.21,4161.4,1700.0,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,632816.0
921,2012,10.0,New York,NY,NPCC,Northeast,0.3,normal,2012-10-29,16:01:00,2012-11-08,19:00:00,severe weather,14639.0,18.44,15.14,6.09,15.21,3599866.0,6140382.0,1201150.0,11163410.0,32.2470105460607,55.0045371441164,10.7597051438584,7010740,1038268,8144,8057158,87.01256696219684,12.88628074564257,0.10107782421543676,62777,48156,1.30361741008389,2.4,19591,1230882,1.59162291755018,7.3,19606981,87.87,5.21,4161.4,1700.0,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,818000.0
922,2011,8.0,New York,NY,NPCC,Northeast,-0.6,cold,2011-08-28,05:00:00,2011-08-30,05:00:00,severe weather,2880.0,19.25,17.05,8.36,17.11,5406845.0,7322466.0,1195400.0,14159584.0,38.1850554366569,51.7138497854174,8.4423384189818,6987631,1035992,8222,8031854,86.99897931411601,12.898541233443735,0.10236739861058232,61290,47586,1.28798386079939,-0.3,19725,1196493,1.64856793980408,7.4,19523202,87.87,5.21,4161.4,1700.0,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,152261.0
923,2000,5.0,New York,NY,NPCC,Northeast,-0.7,cold,2000-05-09,11:39:00,2000-05-09,23:00:00,system operability disruption,681.0,13.54,11.09,5.26,10.54,3148177.0,5029288.0,2109514.0,11299044.0,27.8623306538146,44.5107391386386,18.6698449886557,6710008,881118,8718,7634656,87.8888059920447,11.541030794314766,0.11418982073324586,53046,44745,1.1855179349648,2.4,22446,1007960,2.22687408230485,7.6,19001780,87.87,5.21,4161.4,1700.0,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,
924,2001,6.0,New York,NY,NPCC,Northeast,-0.1,normal,2001-06-25,13:25:00,2001-06-25,21:39:00,equipment failure,494.0,14.41,12.72,5.48,11.46,3468904.0,5232500.0,2357077.0,12201514.0,28.4301112140674,42.8840224254138,19.3179059582278,7498723,1035608,14695,8599372,87.20082117624403,12.042832895239327,0.1708845715710403,54402,44719,1.21652988662537,2.6,19923,1038147,1.91909238287063,7.4,19082838,87.87,5.21,4161.4,1700.0,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,
